"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","birth_rate","region","income_level","mortality_rate_neonatal_cat","mortality_rate_under_5_cat","mortality_count_under_5","mortality_count_neonatal","live_births"
2016,"LATVIA","LVA",3.64642259880778,14331.7515885053,12.896183,4,2.6,4.7,6.1332593,1959537,"93","91.9567749615112",11.2,"Europe and Central Asia","High income","High","High",103150027.68,57061717.44,21946814.4
2016,"LEBANON","LBN",4.43470037080065,8172.29947595953,29.33919611,7.9,5.4,9.2,7.8866291,6258619,"82","95.2522259005569",17.395,"Middle East and North Africa","Lower middle income","High","High",1001591833.046,587890858.527,108868677.505
2016,"LESOTHO","LSO",0.991756970565407,986.265256814218,31.39956031,63,37.7,77.8,8.69295883,2143872,"90","42.6251539735365",28.157,"Sub-Saharan Africa","Lower middle income","High","High",4696397303.7312,2275760647.1808,60365003.904
2016,"LIBERIA","LBR",0.297038076350742,722.131226789418,54.71186915,63.2,32.1,86.3,9.85810757,4706097,"70","19.0787826788986",33.713,"Sub-Saharan Africa","Low income","High","High",13692068736.2943,5092878405.9681,158656648.161
2016,"LITHUANIA","LTU",3.90592668442674,15008.313244553,10.78161948,3.8,2.3,4.7,6.63746262,2868231,"94","92.2183759895456",10.7,"Europe and Central Asia","High income","High","High",144243336.99,70587164.91,30690071.7
2016,"LUXEMBOURG","LUX",15.1987752871924,106899.293549555,9.921704411,2.3,1.6,2.8,5.07103872,582014,"99","97.6055444120943",10.4,"Europe and Central Asia","High income","Low","Low",16948247.68,9684712.96,6052945.6
2016,"MADAGASCAR","MDG",0.124763836603653,464.616158414292,19.34634864,45.1,24.1,65.8,5.25697422,25501941,"62","11.6111708642625",32.759,"Sub-Saharan Africa","Low income","High","High",54970510007.4102,20133575853.7779,835418085.219
2016,"MALAWI","MWI",0.0702973935321135,454.443266065248,26.05141291,36.9,21.8,53.5,7.72703791,17405624,"81","36.2684898041781",34.824,"Sub-Saharan Africa","Low income","High","High",32428139584.416,13213709213.8368,606133450.176
2016,"MALAYSIA","MYS",7.34842125102826,9555.64733478683,16.75819034,7,4.2,8.2,3.70085335,31526418,"93","95.5660239137353",16.685,"East Asia and Pacific","Upper middle income","High","High",4313349931.506,2209276794.186,526018284.33
2016,"MALDIVES","MDV",3.22706339212596,9640.31919054401,12.10828489,7.7,5.6,9,10.30544567,454252,"99","95.0612890478553",16.794,"South Asia","Upper middle income","High","High",68658372.792,42720765.2928,7628708.088
2016,"MALI","MLI",0.18227704163816,750.051809022529,60.61509832,68.7,36.3,112.4,3.77377558,18700106,"70","39.5613789309833",43.818,"Sub-Saharan Africa","Low income","High","Low",92100699905.1792,29744265182.9004,819401244.708
2016,"MALTA","MLT",2.96976431627123,25623.855626725,12.8402408,5.7,4.3,6.5,8.96600914,455356,"93","99.9645703905908",9.8,"Middle East and North Africa","High income","High","High",29006177.2,19188701.84,4462488.8
2016,"MARSHALL ISLANDS","MHL",3.03130625504356,4153.11717602268,9.075500701,28.5,16.2,34.6,15.73866177,48329,"75","82.7531180659239",23.016,"East Asia and Pacific","Upper middle income","High","High",38486973.1344,18019912.2768,1112340.264
2016,"MAURITANIA","MRT",0.637776445066376,1579.19930100836,66.48828292,36.4,25.3,47.4,3.09630585,4051890,"73","43.5651524136921",34.832,"Sub-Saharan Africa","Lower middle income","High","High",6689819499.552,3570726441.744,141135432.48
2016,"MAURITIUS","MUS",3.19328156664269,9965.72521738767,14.86280357,12.9,9.1,14.6,5.70678568,1263747,"92","95.4635508377365",10.4,"Sub-Saharan Africa","Upper middle income","High","Low",191887344.48,119601016.08,13142968.8
2016,"MEXICO","MEX",3.92032302445388,8875.08206876137,21.27024268,13.5,8.4,15.7,5.55345869,121519221,"96","88.9078238625309",17.42,"Latin America and Caribbean","Upper middle income","High","Low",33234777828.174,17781664570.488,2116864829.82
2016,"MOLDOVA","MDA",2.90490891435674,2847.63506882245,14.73766469,13.4,11.6,15.5,7.53552246,2803186,"88","80.9273415761321",14.761,"Europe and Central Asia","Upper middle income","Low","Low",641356342.463,479982811.1336,41377828.546
2016,"MONGOLIA","MNG",5.99850473089282,3690.7567775547,39.37772018,15.9,9.3,18.5,4.26370525,3029555,"98","64.0106918008604",25.365,"East Asia and Pacific","Lower middle income","High","Low",1421626257.6375,714655361.9475,76844662.575
2016,"MONTENEGRO","MNE",3.45603347565414,7033.43800629458,21.21821429,3.1,1.9,3.7,8.63302994,622303,"47","96.0990783500168",12.2,"Europe and Central Asia","Upper middle income","Low","High",28090757.42,14424983.54,7592096.6
2016,"MOROCCO","MAR",1.71730556958241,3132.9521484375,30.88602135,19.2,13.8,22.4,5.49920416,35107264,"99","83.5458715010734",19.483,"Middle East and North Africa","Lower middle income","High","Low",15321484069.0688,9439128578.2656,683994824.512
2016,"MOZAMBIQUE","MOZ",0.261542138205007,430.992945098065,23.12560737,58.9,30.5,80.8,7.28134489,27696493,"87","29.1901697914073",38.437,"Sub-Saharan Africa","Low income","High","High",86017264196.4328,32469388093.9505,1064570101.441
2016,"MYANMAR","MMR",0.421272122408643,1161.86181771761,32.41346793,39.4,24.4,49.9,5.11349964,51892349,"91","71.7359385456596",18.33,"East Asia and Pacific","Lower middle income","High","High",47464219182.783,23208956874.948,951186757.17
2016,"NAMIBIA","NAM",1.78707315981392,4614.89217952266,25.6294934,32.6,21.3,45.5,9.3223238,2323352,"75","34.1586720557047",30.051,"Sub-Saharan Africa","Upper middle income","High","High",3176766818.316,1487145785.2776,69819050.952
2016,"NAURU","NRU",4.60785170936434,8528.62766313758,5.971842703,26.8,20.8,32.4,10.74993038,11437,"98","65.9074391447291",31.159,"East Asia and Pacific","High income","High","High",11546241.6492,7412402.0464,356365.483
2016,"NEPAL","NPL",0.38532817662536,880.224893683469,91.49270402,27.9,20.1,33.7,5.42378998,27861186,"83","62.0434751947027",21.764,"South Asia","Lower middle income","High","High",20434697715.9048,12188054127.2904,606370852.104
2016,"NETHERLANDS","NLD",9.30689240374546,46039.105928411,11.51731149,3.5,2.6,4,10.2942524,17030314,"94","97.7241301204501",10.1,"Europe and Central Asia","High income","High","High",688024685.6,447216045.64,172006171.4
2016,"NEW ZEALAND","NZL",6.61540909187332,40058.1961621466,6.081610072,4.4,3,5.3,9.24379444,4714100,"92","100",12.6,"East Asia and Pacific","High income","High","High",314807598,178192980,59397660
2016,"NICARAGUA","NIC",0.846846296935392,2079.44552907512,21.10660159,15.2,10.9,17.8,8.04877567,6389235,"99","72.8319443096933",22.459,"Latin America and Caribbean","Lower middle income","Low","Low",2554225753.797,1564104534.6285,143495828.865
2016,"NIGER","NER",0.100195284876599,497.036120778867,85.25194829,60.9,33.8,119.1,4.53239059,20921743,"76","13.3269745796459",46.52,"Sub-Saharan Africa","Low income","High","Low",115917586587.276,32896846571.368,973279484.36
2016,"NIGERIA","NGA",0.587371085185034,2144.77993839856,69.62587645,78.3,37,124.7,3.64773679,188666931,"47","40.1973273390898",39.128,"Sub-Saharan Africa","Lower middle income","High","Low",920555311618.15,273139908018.216,7382159676.168
2016,"NORTH MACEDONIA","MKD",3.35958195214452,5149.58676436907,30.49533977,9.6,7.8,10.9,6.37943363,2072490,"82","96.0648147003347",11.0987266524808,"Europe and Central Asia","Upper middle income","High","Low",250721799.999999,179415599.999999,23001999.9999999
2016,"NORWAY","NOR",7.56103855960786,70867.3609970749,6.594523915,2.1,1.6,2.6,10.59129524,5234519,"96","98.0555443701458",11.3,"Europe and Central Asia","High income","Low","Low",153790168.22,94640103.52,59150064.7
2016,"OMAN","OMN",16.4157459976763,17082.2061998982,42.27135251,9.5,5,11.1,4.79076433,4398070,"99","99.31929769268",20.803,"Middle East and North Africa","High income","High","Low",1015572857.331,457465251.05,91493050.21
2016,"PAKISTAN","PAK",0.848207168777178,1468.82207690892,68.7176409,60.6,44.3,73.9,2.57026353,213524840,"75","60.185171545854",29.306,"South Asia","Lower middle income","High","High",462433607220.856,277209861974.072,6257558961.04
2016,"PALAU","PLW",11.6692860350247,16743.376740009,7.327135948,17.7,10.1,19.1,12.0831728,17816,"96","97.5006471014845",12,"East Asia and Pacific","Upper middle income","Low","Low",4083427.2,2159299.2,213792
2016,"PANAMA","PAN",2.64568083736678,14382.2323819969,14.43266888,14.1,9.1,16.4,7.35213518,4026336,"95","79.8375875770844",19.701,"Latin America and Caribbean","High income","High","Low",1300894666.7904,721837894.3776,79322845.536
2016,"PAPUA NEW GUINEA","PNG",0.737248612763731,2332.6756636019,16.6926953,39.3,23.4,49.7,2.33063054,8899169,"46","18.943110688409",27.703,"East Asia and Pacific","Lower middle income","High","High",12252723836.7079,5768888084.0838,246533678.807
2016,"PARAGUAY","PRY",1.14776478210326,5759.01833315657,12.26387025,18.3,11.4,21.4,6.67556572,6266615,"85","88.6047066205804",22.263,"Latin America and Caribbean","Upper middle income","Low","Low",2985592104.543,1590455607.093,139513649.745
2016,"PERU","PER",1.8263804846975,6163.86117862599,30.44623225,12.5,8.1,16.1,4.99025059,31132779,"88","74.9322060495436",18.5,"Latin America and Caribbean","Upper middle income","High","Low",9272898225.15,4665246933.15,575956411.5
2016,"PHILIPPINES","PHL",1.15275130744364,3038.15204593606,20.11007067,23.1,14,29.3,3.95484328,104875266,"80","77.7870061557449",22.836,"East Asia and Pacific","Lower middle income","High","High",70171495129.2168,33529042041.264,2394931574.376
2016,"POLAND","POL",7.89575225360953,12378.8117640735,21.81786779,4.1,2.9,4.8,6.53473854,37970087,"96","98.383104297377",10.1,"Europe and Central Asia","High income","High","High",1840789817.76,1112143848.23,383497878.7
2016,"PORTUGAL","PRT",4.71603567572635,19991.9724878811,7.921467562,3,2.1,3.7,9.39439487,10325452,"98","99.4167140776134",8.4,"Europe and Central Asia","High income","High","High",320915048.16,182140973.28,86733796.8
2016,"QATAR","QAT",33.5495686981102,58467.2355711087,76.14228614,6.3,3.9,7.4,3.68284607,2595166,"99","99.936546650008",10.087,"Middle East and North Africa","High income","High","High",193713051.8708,102092013.8238,26177439.442
2016,"ROMANIA","ROU",3.63334838574668,9404.38048702324,15.19734324,7.1,3.9,8.5,5.00346947,19702267,"86","84.0018284419246",10.4,"Europe and Central Asia","High income","High","High",1741680402.8,799123949.52,204903576.8
2016,"RUSSIAN FEDERATION","RUS",10.8874269283473,8704.89453125,12.17632027,6.1,3.5,7.5,5.28970242,144342397,"98","88.0128446503172",12.9,"Europe and Central Asia","Upper middle income","High","High",13965126909.75,6517059224.55,1862016921.3
2016,"RWANDA","RWA",0.0962207458130356,728.806677024971,38.48510282,33.8,19.4,46.1,6.96060848,11930899,"95","67.1618497330345",31.659,"Sub-Saharan Africa","Low income","High","High",17412907279.4301,7327774429.9554,377720331.441
2016,"SAMOA","WSM",1.20022963453081,4105.81068128252,11.31508398,15.8,7.3,18.4,5.10326052,205544,"75","95.7679389798611",28.949,"East Asia and Pacific","Lower middle income","High","Low",109485395.9104,43437140.7688,5950293.256
2016,"SAO TOME AND PRINCIPE","STP",0.628933891082529,1688.37530288509,34.73052829,17.1,10.4,21.4,6.43088865,204632,"93","41.1410220675291",31.602,"Sub-Saharan Africa","Lower middle income","Low","Low",138389101.9296,67254516.8256,6466780.464
2016,"SAUDI ARABIA","SAU",16.795103103967,19930.407543816,59.60073601,7.4,4.3,8.6,6.42797995,33416270,"98","95.2990809526768",18.972,"Middle East and North Africa","High income","High","High",5452171880.184,2726085940.092,633973474.44
2016,"SENEGAL","SEN",0.686906342711816,1290.74997113225,59.47930794,34.3,24.1,48.4,4.25606871,14751356,"93","53.8806790444526",34.673,"Sub-Saharan Africa","Lower middle income","High","High",24755330302.8592,12326517774.7708,511473766.588
2016,"SERBIA","SRB",6.60709443405954,5765.20335248009,25.34308507,5.3,3.8,6.1,8.45890999,7058322,"82","97.5059895936658",9.2,"Europe and Central Asia","Upper middle income","High","High",396113030.64,246758937.12,64936562.4
2016,"SEYCHELLES","SYC",5.97399579623351,15409.8050193774,15.98290713,12.5,9,14.6,4.96118879,94677,"97","99.1525853420538",17.4,"Sub-Saharan Africa","High income","High","Low",24051745.08,14826418.2,1647379.8
2016,"SIERRA LEONE","SLE",0.156233465747467,515.44783140804,53.91337358,90.1,34.2,126.1,16.52595901,7493913,"85","17.4849471744574",34.011,"Sub-Saharan Africa","Low income","High","Low",32139797402.9223,8716741246.4706,254875475.043
2016,"SINGAPORE","SGP",8.0198912735455,56895.6433372978,17.63850257,2.2,1.1,2.7,4.39097595,5607283,"95","100",9.4,"East Asia and Pacific","High income","Low","Low",142312842.54,57979306.22,52708460.2
2016,"SLOVAK REPUBLIC","SVK",5.79984746256443,16563.4404971233,17.8694289,5.1,3,6.1,7.11356306,5430798,"95","97.5262563877532",10.6,"Europe and Central Asia","High income","High","High",351155398.68,172699376.4,57566458.8
2016,"SLOVENIA","SVN",6.73255071809677,21678.3594670635,16.52950459,2,1.5,2.5,8.4630394,2065042,"92","98.5779968762202",9.9,"Europe and Central Asia","High income","Low","Low",51109789.5,30665873.7,20443915.8
2016,"SOLOMON ISLANDS","SLB",0.474604443227374,2196.28390774566,12.81538467,18.8,8.9,22.1,4.40535259,628102,"82","32.7539396668352",32.379,"East Asia and Pacific","Lower middle income","High","Low",449454653.9418,181002100.4562,20337314.658
2016,"SOUTH AFRICA","ZAF",7.54458957113285,5735.06678717842,28.72137557,28.9,11.1,36.6,8.07959366,56422274,"84","73.0514660605434",20.25,"Sub-Saharan Africa","Upper middle income","Low","High",41817368375.1,12682316638.35,1142551048.5
2016,"SPAIN","ESP",5.34058533869093,26537.1594894549,9.576497124,2.7,1.9,3.3,8.95201397,46484062,"97","99.9188807943147",8.8,"Europe and Central Asia","High income","Low","High",1349897160.48,777213516.64,409059745.6
2016,"SRI LANKA","LKA",1.08130995719399,4107.82976157993,20.7396319,7.1,4.8,8.3,3.86424899,21425494,"99","89.9230512319667",15.496,"South Asia","Lower middle income","High","High",2755678476.6992,1593645384.1152,332009455.024
2016,"ST. KITTS AND NEVIS","KNA",5.1184397756759,21095.2540386708,8.801879674,13.9,11.2,16.6,5.42126036,47788,"98","94.9535945166888",13.456,"Latin America and Caribbean","High income","Low","Low",10674386.4448,7201995.6736,643035.328
2016,"ST. LUCIA","LCA",2.86543508698339,10574.3025992667,21.04710708,20.1,12.3,22.5,4.91194296,176413,"99","83.1035134409166",12.229,"Latin America and Caribbean","Upper middle income","High","Low",48540477.9825,26535461.2971,2157354.577
2016,"ST. VINCENT AND THE GRENADINES","VCT",2.40838783348905,7684.7792821395,20.91035722,14.8,10.1,16.2,4.13464594,105963,"99","89.6434846189584",15.161,"Latin America and Caribbean","Upper middle income","Low","Low",26025381.6966,16225700.9343,1606505.043
2016,"SUDAN","SDN",0.546080394961862,2614.29443359375,51.51145712,44.2,29.4,64.1,5.48368692,39377169,"86","36.4856263269616",36.038,"Sub-Saharan Africa","Low income","High","High",90962670092.6502,41720787842.8068,1419074416.422
2016,"SURINAME","SUR",5.08189999879612,5705.39923222194,23.12808666,17.8,12.4,19.9,5.99283743,581453,"76","87.1630096425921",18.912,"Latin America and Caribbean","Upper middle income","High","Low",218829138.8064,136355845.2864,10996439.136
2016,"SWEDEN","SWE",3.89911000460038,51965.1571531985,5.44671115,2.3,1.6,2.8,10.85240364,9923085,"97","98.9497051029324",11.8,"Europe and Central Asia","High income","Low","Low",327858728.4,187347844.8,117092403
2016,"SWITZERLAND","CHE",4.73723860185747,82153.0745447889,10.60281759,3.7,2.9,4.2,11.30005455,8373338,"94","99.8982954640727",10.5,"Europe and Central Asia","High income","High","High",369264205.8,254968142.1,87920049
2016,"TAJIKISTAN","TJK",0.629971308782098,801.39383995978,38.13679678,31.8,15.8,36.5,6.96349716,8725318,"97","95.6875477096984",30.213,"Europe and Central Asia","Lower middle income","High","High",9622058194.791,4165164917.1972,263618032.734
2016,"TANZANIA","TZA",0.195708590682345,942.88134765625,27.81900362,39.7,22.1,55.8,3.96350336,54401802,"83","25.6150210066189",38.379,"Sub-Saharan Africa","Lower middle income","High","High",116504081149.856,46142297372.9718,2087886758.958
2016,"THAILAND","THA",3.7944702310621,5854.46385243079,30.69239101,8.9,5.9,10.3,3.93900609,70607037,"99","97.4553287907",10.26,"East Asia and Pacific","Upper middle income","High","Low",7461610456.086,4274126377.758,724428199.62
2016,"TIMOR-LESTE","TLS",0.423743346600662,1347.92636060894,16.95211573,50,24.5,59.7,6.89625168,1224562,"73","51.9107153426983",27.018,"East Asia and Pacific","Lower middle income","High","High",1975187402.1252,810587794.842,33085216.116
2016,"TOGO","TGO",0.300938972406183,787.280161556316,48.26087382,49.5,26.5,73.5,6.59755707,7661354,"73","16.6392024008154",34.099,"Sub-Saharan Africa","Low income","High","High",19201471488.381,6922979516.219,261244510.046
2016,"TONGA","TON",1.17210780742997,3978.43821197087,10.7168388,10.5,5.3,12.2,4.81820822,105707,"98","93.724757668776",24.543,"East Asia and Pacific","Upper middle income","High","Low",31651276.1922,13750144.5753,2594366.901
2016,"TRINIDAD AND TOBAGO","TTO",12.4489393124758,15991.1087914364,21.74480107,17,12.1,19,6.83660126,1469330,"86","93.6860745798591",13.292,"Latin America and Caribbean","High income","High","Low",371076352.84,236317045.756,19530334.36
2016,"TUNISIA","TUN",2.59444326113349,3796.10901086093,32.78407402,14.7,12.1,17.1,6.25855684,11685667,"96","93.1881653306234",18.78,"Middle East and North Africa","Lower middle income","High","Low",3752711729.046,2655427597.746,219456826.26
2016,"TURKIYE","TUR",4.64578888358508,10734.2564687192,27.7790227,10.5,6.2,12.2,4.28469229,81019394,"98","97.0135958618708",17.739,"Europe and Central Asia","Upper middle income","High","Low",17533876968.0252,8910658787.0292,1437203030.166
